Actual SR Type,Predicted,Data
LabWindows_CVI,LabWindows_CVI,"I AM UPGRADING FROM CVI 2009 TO CVI 2010.  WHEN I RUN THE SOFTWARE COMPILED IN 2010, IT CAUSES THE FOLLOWING ERROR   FATAL RUN-TIME ERROR:     UNKNOWN SOURCE POSITION, THREAD ID 0X0000135C:     THE PROGRAM HAS CAUSED A 'GENERAL PROTECTION' FAULT AT 0X00000000. THE CODE COMPILES AND LINKS FINE ON 2010, BUT THE ERROR OCCURS WHEN I EXECUTE IN IN THE DEBUG OR RELEASE VERSIONS.  LOOKING AT THE MODULES WINDOW, THE ERROR OCCURS RIGHT AFTER MSCTFIME.IME LOADS (SEE MODULES LOADED.TXT IN ZIP FILE) I AM USING AN HP Z400 PC WITH AN NI PCI GPIB BOARD, AND SOME OLDER GPIB INSTRUMENTS.  NOTHING EXOTIC. I DON'T HAVE ANY EXTRA WINDOWS SDK IMPORT LIBRARIES CALLED OUT IN MY PROJECT.  I HAVE INIFILE.FP AND TOOLBOX.FP INCLUDED, ALONG WITH A .LIB OF SOME COMMON CODE, WHICH I ALSO RE-COMPILED IN CVI 2010 TO NO AVAIL. COMPILING THE CODE IN 2009 ON ANOTHER PC AND RUNNING THE EXECUTABLE ON THE 2010 MACHINE WORKS FINE.  THE 2010 MACHINE IS A FRESH INSTALL OF XP, GPIB DRIVERS, VISA, AND CVI 2010.  WE DON'T HAVE IVI LOADED (OR USE IT) ON THE 2010 MACHINE, BUT IVI AND A BUNCH OF OTHER NI PRODUCTS ARE PRESENT ON THE 2009 MACHINE. I KNOW THIS IS AN UGLY PROBLEM TO TROUBLESHOOT OVER EMAIL.  ANY SUGGESTIONS ON HOW TO PROCEED.  DROPPING BACK TO 2009 IS A VIABLE OPTION, BUT I WANTED TO WORK OUT THE BUGS SO WE DON'T GET STUCK.   THE HELP-&GT;ABOUT IN CVI SAYS 2010, BUT THE RUNTIME IN THE ATTACHED FILE LISTING SAYS 2010 SP1. LABWINDOWS/CVI  "
LabWindows_CVI,LabWindows_CVI,"I HAVE ONE ISSUE REGARDING A LABWINDOWS/CVI INSTALLATION IN ONE OF MY COMPUTERS,WHEN I TRY TO LAUNCH IT SAYS THAT THE INSTALLATION IS CORRUPT. I ATTACH A SCREENSHOT OF THE ERROR WINDOW. NEVERTHELESS, THERE IS NO ENTRY FOR IT ON THE PROGRAM LIST IN THE CONTROL PANEL, SO I CANNOT REPAIR OR UNINSTALL IT. PLEASE ADVICE. GREETINGS DANIEL LABWINDOWS/CVI  OTHER"
LabWindows_CVI,LabWindows_CVI,"HI,   IN MY LABWINDOWS/CVI PROGRAMMING I NEED TO CONVERT A SCIENTIFIC NOTATION 3.000000E+3 TO AN INTEGER. PLEASE TELL ME HOW. , TRANG LABWINDOWS/CVI  "
LabWindows_CVI,"PXI Controllers, Chassis, MXI","ON MY PXI 1045 CHASSIS WITH AN 8106 CONTROLLER RUNNING REAL-TIME PHAR LAP ETS AND A DLL COMPILED USING LABWINDOWS/CVI 2010 I WANT TO LOAD THE CONTROLLER WITH THE SOFTWARE TO USE AN ETHERCAT DROP (9144).  I DISCUSSED THIS YESTERDAY THROUGH A SEPARATE SUPPORT TICKET AND I WAS TOLD TO INSTALL ETHERCAT 2.0 AND NI-RIO 3.5.1.  ON MY WINDOWS PC (NOT THE REAL-TIME MACHINE) I WAS ABLE TO INSTALL NI-RIO 3.5.1.  HOWEVER, WHEN I DOWNLOADED INDUSTRIAL ETHERCAT 2.0 AND TRIED TO INSTALL IT WOULD NOT LET BECAUSE I HAVE ALREADY INSTALLED IND. ETHERCAT 2.3.  MY ONLY SELECTION WHEN I TRY TO LOAD THE CONTROLLER IS 2.3, 2.1, 1.2.0, OR 1.0.4.  ULTIMATELY, I JUST WANT TO KNOW HOW TO GET AN INDUSTRIAL ETHERCAT DROP WORKING ON MY PXI 8106 REAL TIME MACHINE. ! LABWINDOWS/CVI  PXI CONTROLLERS, CHASSIS, AND MXI"
LabWindows_CVI,LabWindows_CVI,"HOW AM I POSTMESSAGE TO THE CONTROL DIALOG (PANEL) ITEM?  FOR EXAMPLE:  ON THE PANEL I HAVE CONTROL BUTTON ""START"" AND I WANT TO POST MESSAGE TO ""START"" BUTTON FROM THE THREAD IN MY APPLICATION. LABWINDOWS/CVI  "
LabWindows_CVI,Serial,"I HAVE A COMMUNICATIONS STREAM THAT HAS ALL HEX CHARACTERS (0X00 TO 0XFF) AS WELL AS A LINE BREAK.  I CAN SEE THE LINE BREAK USING THE GETCOMSTAT FUNCTION AND CHECKING FOR THE BREAK_BIT (0X80) ON THE RETURN.  THIS IS WORKING.  THE PROBLEM IS THAT DUE TO THE NATURE OF RS-422/RS-232 THE SOFTWARE CAN ""FALL BEHIND"" WHILE SEVERAL CHARACTERS COME IN....HERE IS AN EXAMPLE OF THE PROBLEM:     STREAM = 0X58 0X00 0X12 0X34   BREAK  0X58 0X00 0X12 0X34IF ALL OF THESE ARE ""BUFFERED"" THEN MY GETCOMSTAT CALL SAYS THERE IS A BREAK (BIT SET) BUT MY GETINQLEN CALL AYS THERE ARE 9 CHARACTERS TO READ WHICH COME IN AS:     COMRD  = 0X58 0X00 0X12 0X34   0X00   0X58 0X00 0X12 0X34SO...THE PROBLEM IS I HAVE THREE (3) 0X00 ""CHARS"" IN THE STREAM AND I KNOW ONE OF THEM IS A BREAK BUT I HAVE *NO IDEA* WHICH ONE OF THE 0X00 ""CHARS"" IS THE REAL BREAK....IN THIS EXAMPLE IT IS THE SECOND OF THE THREE BUT DUE TO THE NATURE OF VARIABLE DATA ON MY BUS I CAN HAVE VARIABLE NUMBERS OF 0X00 AND I NEVER KNOW WHICH ONE IS THE REAL BREAK. PLEASE TELL ME HOW I CAN IDENTIFY A 0X00 TRUE CHAR FROM A 0X00 FALSE (BREAK) ""CHAR"" THIS IS MESSING UP MY COMMUNICATIONS! PLEASE SEND CODE THAT WILL DO THIS PROPERLY! LABWINDOWS/CVI  SERIAL/RS-232/RS-485"
LabWindows_CVI,LabWindows_CVI,"I LOAD AND RUN THE ACQ-INTCLK SAMPLE PROGRAM AND IT RUNS CORRECT.  I CREATE A NEW PROJECT CALLED PULSE CHARACTERIZATION ASM. I COPY ALL THE FILES IN ACQ-INTCLK INTO MY PROJECT. I CHANGE THE UIR NAME AND HEADER FILE. WHEN I TRY TO RUN THE PROGRAM I KEEP GETTING HE FOLLOWING LINK ERROR.  I HAVE THE INSTRUMENT DRIVER IN PLACE.  UNDEFINED SYMBOL '_NIDAQMX_NEWPHYSCHANAICTRL@12' REFERENCED IN ""PULSE CHARACTERIZATION ASM.C"". CAN YOU HELP. IM LOST.MANY LOU LABWINDOWS/CVI  MULTIFUNCTION DAQ (AND NI ELVIS)"
LabWindows_CVI,LabWindows_CVI,"HI, I LOOKED THROUGH THE FORUMS AND ON THE WEB - I SAW A LABVIEW EXAMPLE BUT I DON'T CODE IN LABVIEW NOR DO I READ IT.  ALL I NEED TO DO IS READ THE WINDOWS PROCESS TABLE (WHAT THE TASK MANAGER SHOWS) BUT DO THAT IN CVI. I AM SURE IT IS A FUNCTION SOMEWHERE DEEP UNDER WINDOWS.H (I GUESS) BUT THERE ARE NO SOFT PANELS FOR WINDOWS FUNCTIONS AND THE LIKE SO I HAVE NO IDEA WHERE TO LOOK. I DIDN'T SEE ANY CVI FUNCTION PANELS FOR THIS (IS THERE?) WHAT I NEED TO DO IS SIMPLY CHECK THE WINDOWS PROCESS TABLE (USING CVI - I DON'T DO LABVIEW) AND SEE IF A PARTICUALR PROCESS IS RUNNNING OR NOT.  THE PROCESS IS NOT LAUNCHED BY CVI, IT IS LAUNCHED BY A USER FROM THE DESK TOP (MY CVI APPLICATION WILL RUN IN THE BACKGROUND AND MONITOR WHEN A GIVEN PROCESS IS RUNNING OR NOT)... AND I WILL TAKE CARE OF THE REST.  THERE MUST BE A SIMPLE WAY TO DO THIS. ,PAUL  LABWINDOWS/CVI  OTHER"
LabWindows_CVI,LabWindows_CVI,PLEASE REFER TO THE ATTACHED IMAGE. LABWINDOWS/CVI  NONE
LabWindows_CVI,LabWindows_CVI,I AM TRYING TO INSTALL NI DRIVERS FOR POWER SUPPLY AMETEK SERIES XEL 60-1.P BUT GOT A VIRUS MESSAGE ALERT. LABWINDOWS/CVI  
LabWindows_CVI,LabWindows_CVI,"I AM WORKING ON A PROJECT WHICH SIMULATE THE EXISTENCE OF DEVICES IN A PXI CHASSIS AND SINCE WE ARE USING VIOPEN, VICLOSE, VISCANF ETC FUNCTION CALLS IN THE APPLICATION, CAN I WRITE MY OWN VIXXXX IMPLEMENTATION TO OVERRIDE THE EXISTING FUNCTION CALLS?  I HAVE: 1) CREATE A DYNAMIC LIBRARY WITH VARIOUS VIXXXX FUNCTION CALLS FOR WHICH STATUS VI_SUCCESS ARE RETURNED TO THE CALLER 2) UN-CHECK ALL THE BOXES IN THE PROJECTS 'CUSTOMIZE LIBRARY MENU' (BY THE WAY WE ARE USING LAB/WINDOWS AS THE DEVELOPMENT SUITE) 3) ADD THE DYNAMIC LIBRARY TO THE PROJECT FILE HOWEVER, WHENEVER THE APPLICATION IS RUN IT LOOKS LIKE THE ORIGINAL VIOPEN FUNCTION WAS CALLED AND OF COURSE I HAVE A TIME OUT ERROR AS THE DEVICE THAT IT IS SUPPOSED TO TALK TO DOES NOT EXIST. MY QUESTION IS IS THERE A WAY TO ACCOMPLISH WHAT I WANT?  IN ADVANCE FOR YOUR HELP.  LABWINDOWS/CVI  NONE"
LabWindows_CVI,LabWindows_CVI,"I UNDERSTAND THAT THE TOOLBOX.H WILL ALLOW ME TO GENERATE COMPUTER SOUNDS WHILE MY PROGRAM IS RUNNING SO THE OPERATOR WILL HAVE AN AUDIBLE IDEA OF WHAT STEP THE COMPUTER PROGRAM IS UP TO.   I NEED A HAND INCORPORATING THIS FEATURE.  CAN A GET THE SYNTAX OR SOME SOFTWARE MANUAL OR ANYTHING ELSE THAT WILL GET ME STARTED?   , CHARLIE REISSNORTHROP GRUMMANBALTIMORE, MD410 993 1418CHARLES.REISS@NGC.COM LABWINDOWS/CVI  "
LabWindows_CVI,CAN,"HI, 1. I'M USING THE CREATEUDPCHANNELCONFIG() TO SET UP A UDP COMMUNCATION, BUT THERE ARE TWO NETWORK INTERFACE IN MY SYSTEM: ONE WIRED AND OTHER IS WIRELESS.  HOW CAN I FORCE THIS UDP CHANNEL TO THE WIRELESS NETWORK INTERFACE ALWAYS?  2. WHILE USING THE WIRED UDP COMMUNICATION, THERE IS PACKET LOSS (TRANSMIT COUNTS WAS ALWAYS HIGHER THEN THE RECEIVE) ESPECIALLY WHEN LOAD IS INCREASED.  HOW CAN I INCREASE THE SIZE OF RECIEVE BUFFERS POOL FOR THE UDP COMMUNCIATION.   .  ALVIN LABWINDOWS/CVI  "
LabWindows_CVI,LabWindows_CVI,RECENTLY (~6/18) YOU SOLVED MY PROBLEM BY SENDING ME A LINK TO INSTALL THE CVI RUN TIME ENGINE SEPARATELY.  THE EMAIL WAS DELETED ACCIDENTALLY.  COULD YOU DIG IT OUT AND RETRANSMIT IT?  . LABWINDOWS/CVI  
LabWindows_CVI,LabWindows_CVI,IS THERE A WIN32 LIBRARY OR INSTRUMENT FILE THAT IMPLEMENTS MODBUS TCP FOR USE IN A LABWINDOWS/CVI PROGRAM? LABWINDOWS/CVI  
LabWindows_CVI,LabWindows_CVI,I RECEIVED A NEW COMPUTER AND MY COMPANY'S IT DEPARTMENT LOADED LABWINDOWS CVI 2009 ON THE NEW COMPUTER. MY PREVIOUS COMPUTER HAD LABWINDOWS CVI 8.5. MY SOFTWARE NO LONGER COMPILES USING VERSION 2009. I ALSO TRIED VERSION 2010 BUT IT ALSO WILL NOT COMPILE. I CONTACTED NI SUPPORT (TICKET# 1868145) AND THEY WERE UNABLE TO RESOLVE AFTER EXHAUSTING ALL THE STANDARD TROUBLESHOOTING TACTICS. I AM TRYING TO DOWNLOAD VERSION 8.5 FROM THE WEBSITE BUT ALL THE LINKS TAKE ME TOO 2010 SP1. PLEASE SEND ME A LINK THAT WILL ALLOW ME TO DOWNLOAD LABWINDOWS CVI 8.5. . LABWINDOWS/CVI  
LabWindows_CVI,LabWindows_CVI,"DOES THE TOOLKIT YOU CAN PURCHASE FOR CVI ALLOW FOR MIMO PID?  (MULTIPLE, INPUT, MULTIPLE OUTPUT) CONTROL SCHEMES?KIND REGARDS,CTR LABWINDOWS/CVI  "
LabWindows_CVI,LabWindows_CVI,"I HAVE PUT TOGETHER A DISTRIBUTION KIT FOR A SOFTWARE PACKAGE BUILT UNDER CVI.  A WHILE AGO I INSTALLED IT FOR TRY OUT AND IT POPPED UP THE EULA I HAVE CALLED OUT IN THE DIST. KIT EDITOR AS EXPECTED.  AFTER A FEW ITERATIONS OF THE CODE AND REBUILT OF THE DIST KIT, I REALIZED THE EULA WAS NO LONGER POPPING UP.  THAT .RTF FILE HASN'T CHANGED AT ALL SINCE DAY ONE.  I CAN'T SAY FOR SURE HOW MANY TIMES THE KIT HAS BEEN REMOVED AND REINSTALLED OR WHEN EULA STOPPED APPEARING.  I JUST IGNORED IT AS I HAD OTHER THINGS TO FIX IN PACKAGE.  SO AS I AM ABOUT TO RELEASE IT I NEED TO GET EULA WORKING AGAIN - NO LUCK.  I EVEN TRIED INSTALLING PACKAGE ON A MACHINE WITH A FRESHLY LOADED OS.  I COULD FIND NOTHING IN FORUMS.  SO AM WONDERING IF YOU HAVE ANY IDEAS WHAT MIGHT BE IMPACTING THIS FEATURE?  I CAN'T ATTACH MY CODE AS AN EXAMPLE FOR VARIOUS REASONS. LABWINDOWS/CVI  "
LabWindows_CVI,LabWindows_CVI,I GET  THIS ERROR WHEN I TRY TO COMPILE MY CODE. I DONT GET THE ERROR UNTIL I ADD THE CONTROL FOR EXCEL. LABWINDOWS/CVI  
LabWindows_CVI,LabWindows_CVI,"IM USING THE FUNCTION:  ""CNVCREATEREADER(""\\\\LOCAHOST\\NI_SYSTEMSTATE\\CPULOAD\\CPU1\\TOTAL"", NULL, 0, CNVWAITFOREVER, 0, &AMP;READER;);"" AND THEN TRYING TO READ THE VARIABLE USING THE FUNCTION: ""CNVREAD(READER, CNVWAITFOREVER, &AMP;DATA;);"" AND I AM GETTING AN ERROR SAYING HANDLE IS INVALID.  MAYBE I DON'T UNDERSTAND HOW ENVIRONMENT VARIABLES WORK BUT I SEE THEM IN THE DISTRIBUTED SYSTEM MANAGER SOFTWARE AND I CAN VIEW THE ACTUAL VALUES.  I CAN COPY THE PATH AND USE THAT PATH IN THE CNVCREATEREADER FUNCTION AND EVERYTHING COMPILES.  I CALL THE CNVCREATEREADER FUNCTION ONCE THEN I TRY TO READ THE DATA AND THEN I GET THE ERROR LISTED ABOVE. WHAT IS THE CORRECT WAY TO GET MY NETWORK VARIABLES INTO MY PROGRAM.  NOTE: RUNNING LABWINDOWS/CVI TEXT BASED ENVIRONMENT WITH A COMPILED .DLL ON A REAL TIME SYSTEM.      LABWINDOWS/CVI  PXI CONTROLLERS, CHASSIS, AND MXI"
LabWindows_CVI,LabWindows_CVI,"DO YOU HAVE EXPERIENCE IN USING ORACLE OCI IN CVI 2010 ON WINDOWS 7? SHOULD I INSTALL 64-BIT OR 32-BIT ORACLE INSTANT CLIENT? JUST TO COMPILE THE PROGRAM THAT ACCESSES ORACLE DATA, DO I NEED TO HAVE THE ORACLE DATABASE AND ODBC MANAGER SET UP? ANY OTHER INFORMATION IS WELCOME. . MARGARET LABWINDOWS/CVI  "
LabWindows_CVI,LabWindows_CVI,"I'M USING THE SENDMAIL EXAMPLE AND HAVING PROBLEMS. I'VE TRIED IT ON MY WINDOWS XP SYSTEM ALSO AND GET THE SAME RESULT. IF I LEAVE THE SMTP OUT OF THE SERVER ADDRESS I GET A SOCKET ERROR (-4). IF I INCLUDE IT, IE. SMTP.CENTURYLINK.NET, I GET AN ERROR SENDING MAIL (-7). I'VE TRIED DIFFERENT EMAIL ADDRESSES AND ALSO TRIED SMTP.GMAIL.COM. I TURNED OFF MY FIREWALL AND ANTI-VIRUS. ALSO TRIED IT FROM HOME AND SAME RESULT. I HAD IT WORKING ABOUT A YEAR AGO AND DON'T KNOW WHAT I'M DOING WRONG NOW? LABWINDOWS/CVI  "
LabWindows_CVI,LabWindows_CVI,"I HAVE AN APPLICATION THAT I NEED TO BE ABLE TO ROTATE AN IMAGE BASED ON A SPECIFIED ANGLE. THE IMAGE CAN BE A PICTURE CONTROL, CANVAS CONTROL OR AN ACTIVEX CONTROL.  I HAVE SEARCHED THE KNOWLEDGE BASE AND HELP FILES, AND SEE HOW TO ROTATE TEXT, BUT NOT IMAGES.  ANY SUGGESTION? LABWINDOWS/CVI  "
LabWindows_CVI,LabWindows_CVI,"I UPDATED MY VERSION OF LAB WINDOWS CVI TO 2010, AND DURING THE INSTALL IT UPDATED DRIVERS FROM THE DVD THAT CAME WITH THE LAB WINDOWS DVDS, AND I THINK IT CHECKED THE WEB FOR UPDATES. SO, IT INSTALLED NI CAN DRIVERS 2.7.3.WHEN I TRIED BUILDING WITH THESE I GOT AN ERROR:UNDEFINED SYMBOL '_NCACTION@12' AND SEVERAL MORE FOR NI CAN FUNCTIONS I HAVE BEEN USING FOR YEARS.I SEARCHED THE NI WEB SITE TO SEE IF THERE WAS SOME CHANGE TO THE CAN DRIVERS THAT WOULD EXPLAIN THIS, BUT I COULD NOT FIND ANYTHING THAT INDICATES THIS CHANGE. FROM MY PREVIOUS VERSION OF LAB WINDOWS (9.0 SOMETHING) I OPENED IT AND TRIED BUILDING, AND GOT THE SAME ERRORS.SO, I INSTALLED THE DRIVER VERSION I HAD PREVIOUSLY NI CAN 2.6.1, AND I DO NOT HAVE THIS BUILD PROBLEM ANYMORE.COULD YOU LET ME KNOW IF THERE IS SOME ISSUE WITH THE NI CAN DRIVER VERSION 2.7.3, OR IF SOMETHING HAS SIGNIFICANTLY HAS CHANGED IN THE CAN DRIVERS?WHAT CAN I DO TO USE THE LATEST VERSION OF THE NI CAN DRIVERS? KEN GEDGAUD  LABWINDOWS/CVI  NONE"
LabWindows_CVI,LabWindows_CVI,"CHAR FILENAME[512];STATUS = GETFIRSTFILE (""C:\\USERS\\00X8315\\DOCUMENTS\\"", 1, 0, 0, 0, 0, 0, FILENAME); GETFIRSTFILE() ALWAYS RETURN -1.  DOES IT WORK PROPERLY UNDER WINDOWS 7?  IS THERE ANY COMPATIBLE ISSUE?? LABWINDOWS/CVI  "
LabWindows_CVI,LabWindows_CVI,"I WILL SOON BE CHANGING MY XP CONTROLLER/SERVER TO A MUCH BRAWNIER WINDOWS7 64 BIT MACHINE.  I HAVE CVI INSTALLED ON THE XP BOX.   QUESTION: IS IT BETTER TO INSTALL CVI FROM SCRATCH ON THE WINDOWS 7 MACHINE, OR TRY TO CLONE THE PROGRAM FROM THE ORIGINAL XP BOX?   I WOULD PREFER TO HAVE A 64 BIT CVI PROGRAM RATHER THAN A 32 BIT XP PROGRAM.  HOWEVER IT IS NOT CLEAR TO ME THERE IS SUCH A DISTINCTION FOR CVI.  PLEASE ADVISE, I HOPE TO DO THIS TASK THIS SUNDAY, JULY 29TH.  I HAVE KEPT ALL THE VERSIONS OF CVI UPDATES OVER THE YEARS, INCLUDING THE ORIGINAL INSTALLATION PACKAGE, CVI 7.1.1.  LABWINDOWS/CVI  GPIB/IEEE 488"
Motion,Motion,"I HAVE HOOKED UP THE UMI-7772, NI 7330 STEPPER MOTOR DRIVER AND STEPPER MOTOR, AND THE NI73XX MOTION CONTROLLER WITH CABLES AND WIRES, AS WELL AS THE POWER SUPPLY, AND WHEN I TRY THE 1-D INTERACTIVE IN MAX, THE MOTOR DOES NOT MOVE. I HAVE HAD A NI APPLICATIONS ENGINEER CHECK THE WIRING AND THEY LOOK CORRECT. I'VE ATTACHED THE IMAGE OF THE SET-UP AND WHAT IS SHOWN ON THE SCREEN. LABVIEW  MOTION CONTROL"
Motion,RIO,"HI, I AM EVALUTATING THE NI 9502 EXAMPLE VI PROVIDED BY LABVIEW 2011. HOWEVER, I AM MISSING THE FOLLOWING CONTROL FILES. NICRIO_CRIO-9502_DRIVESTATUS.CTLNICRIO_CRIO-9502_HALLWIRING.CTL I CHECKED THE FOLDER C:\PROGRAM FILES (X86)\NATIONAL INSTRUMENTS\LABVIEW 2011\VI.LIB\LABVIEW TARGETS\FPGA\CRIO\SHARED\NICRIO_MODULECONTROLS. THE FILES ARE NOT THERE. COULD YOU SEND ME THE FILES? BEST, WEI LIN LABVIEW FPGA  "
Motion,Motion,"I AM TRYING TO USE A PXI-7350 MOTION CONTROLLER AND A PXI-6229 DAQ MOUNTED IN A PXIE-1062Q CHASSIS TO PERFORM A CONTOURED MANEUVER WITH A STEPPER MOTOR.  I ALSO WANT TO SYNCHRONIZE DATA ACQUISITION WITH A SPECIFIC MOTOR POSITION; I HAVE BEEN TRYING TO USE A SINGLE BREAKPOINT TO ACHIEVE THIS.  I HAVE BEEN ATTEMPTING TO RUN SEVERAL CODES FROM NI.COM (HTTP://ZONE.NI.COM/DEVZONE/CDA/EPD/P/ID/4763 AND HTTP://WWW.NI.COM/WHITE-PAPER/3522/EN) AS A STARTING POINT.  I CAN GET THE MOTORS TO MOVE AS DESIRED ALTHOUGH IT APPEARS THAT I AM NOT SEEING A BREAKPOINT EVENT. IF I SET THE TRIGGER SOURCE FOR DATA ACQUISITION TO BE THE SAMPLE CLOCK RISING EDGE, DATA ACQUISITION OCCURS ALTHOUGH NOT SYNCHRONIZED WITH THE MOTION/BREAKPOINT AS DESIRED.  IF I USE A BREAKPOINT ROUTED OVER THE RTSI BUS, NO DAQ OCCURS. NO ERROR MESSAGES APPEAR AFTER RUNNING THE CODES.   AT THIS POINT I AM WONDERING IF I DO NOT HAVE MY TRIGGER LINES ON THE PXI BACKPLANE CONFIGURED CORRECTLY?  ALTERNATIVELY, I MIGHT JUST BE USING THE WRONG SOURCE/DESTINATION CHANNELS.  FINALLY, I AM NOT SURE THAT I AM GETTING THE RIGHT READINGS OFF OF MY ENCODER (DO THE VIS USE THE MOTOR POSITION OR THE ENCODER READING TO TRIGGER THE BREAKPOINT?).  ANY ASSISTANCE WOULD BE VERY HELPFUL! CHEERS, MATT LABVIEW  MOTION CONTROL"
Motion,Motion,"UPGRADING FROM LABVIEW 8.2.1, WHERE WE WERE USING FLEXMOTION TO LV 2010SP1.  WHAT ARE THE MOTION TOOLS FOR 2010?  IS THERE AN EASY WAY TO UPGRADE TO IT? LABVIEW  MOTION CONTROL"
Motion,Motion,"I DON'T KNOW WHAT TO CHOOSE FROM THE ""MOTION CONTROL DEVICE"" PULL-DOWN MENU ABOVE SO I CHOSE ONE ARBITRARILY AND PUT AT ""?"" IN THE NEXT BOX. WHAT I CHOSE MAY NOT BE APPROPRIATE. I HAVE A NI AND LABVIEW SYSTEM WITH DEVELOPER SUITE SOFTWARE SERVICE CONTRACT SERIAL NUMBER Z61M26014. I AM INTERESTED IN USING LABVIEW TO CONTROL A BRUSHLESS OR INDUCTION MOTOR, HOPEFULLY WITH A 100 HP CAPACITY. I KNOW THAT MANY MANUFACTURERS CREATE SUCH MOTORS AND TYPICALLY HAVE THEIR OWN VERY COMPLEX MOTOR CONTROL HARDWARE AND SOFTWARE. I HAVE HEARD THAT YOU HAVE WORKED WITH KHB MOTORS IN CONTROLLING THEIR MOTORS. WHEN I WENT TO THEIR WEBSITE I DID NOT SEE MOTORS WITH THAT MUCH HORSEPOWER. IM WONDERING IF YOU CAN GIVE ME SOME ASSISTANCE IN FIGURING OUT HOW I MIGHT USE LABVIEW TO CONTROL SUCH A MOTOR PRESUMABLY WITH SOME NI HARDWARE MODULES. TYPICALLY I WOULD WANT TO BE ABLE TO CONTROL THE MOTOR SPEED, ROTATION AMOUNT, AND PERHAPS ITS TORQUE AS WELL. IT SEEMS POSSIBLE TO CONTROL ALL OF THESE USING VARIOUS MANUFACTURER'S CONTROL SOFTWARE, BUT I DONT KNOW HOW IT MIGHT BE DONE WITH LABVIEW. LABVIEW  MOTION CONTROL"
Motion,Motion,"WE'RE TELLING OUR MOTORS TO RUN WITHIN A FOR LOOP.  WHEN WE PUSH THE ""ABORT EXECUTION"" BUTTON, THE MOTORS CONTINUE TO RUN UNTIL THEY REACH THE END OF THE POSITION WE'VE TOLD IT TO OBTAIN.  IS THERE A WAY TO STOP THE FOR LOOP DURING AN ITERATION (IF THAT EVEN MAKES SENSE)?  I NEED SOME SORT OF ""EMERGENCY"" STOP BUTTON TO KILL THE MOTORS.  I'VE TRIED THE STOP MOTION.FLX, BUT IT DOESN'T SEEM TO WORK FOR US. LABVIEW  MOTION CONTROL"
Motion,Motion,"WE ARE PLANNING TO USE NI 9502 TO CONTROL MICROMO'S LINEAR DC BRUSHLESS MOTOR (LM0830). MOTOR SPECS IS ATTACHED. SINCE THE MAXIMUM CURRENT FOR THE MOTOR IS 1.5 A, WE ARE LOOKING FOR METHODS TO LIMIT THE CURRENT OUTPUT ON NI 9502 NOT TO EXCEED THE LIMIT. WE HAVE CHECKED THE EXAMPLE FOR NI 9502. THE CURRENT IS CONTROLLED BY THE PWM SIGNAL. HOWEVER, WE DON'T KNOW THE RELATIONSHIP BETWEEN THE DUTY CYCLE AND THE CURRENT. PLEASE ADVISE HOW TO SET THE CURRENT LIMIT ON 9502. . WEI LIN, PH.D.STONY BROOK UNIVERSITY LABVIEW FPGA  RIO (CRIO, R SERIES, FLEXRIO, SBRIO)"
Motion,Motion,"I WANT TO USE THE NI 9501 TO CONTROL A STEPPER MOTOR.  I HAVE A PROGRAM THAT RUNS IN SCAN MODE USING A NI 9112 CHASSIS.  I BELIEVE WITH THE LATEST ISSUE OF NI RIO THAT THIS MODULE WILL RUN IN SCAN MODE.  HARD TO FIND EXAMPLES OF THIS NEW CAPABILITY.  ARE THERE ANY EXAMPLES/TUTORIALS OF DOING SIMPLE STEP CONTROL IN SCAN MODE. , LABVIEW  MOTION CONTROL"
Motion,Motion,"I'M WORKING WITH TWO STEPPER MOTORS FROM NI AND I'M HAVING TROUBLE GETTING IT UP TO SPEED.HERE IS MY SETUP:2 STEPPER MOTORS (CTP12ELF10MAA00)2 ENCODERSMID-7604 DRIVE BOXPCI-7330 MOTION CONTROLLER THE MOTORS ARE SUPPOSEDLY RATED TO 3000 RPM BUT I CAN'T GET THEM PAST 720 RPM WITHOUT STALLING; EVEN RUNNNING THEM IN THE MEASUREMENT AND AUTOMATION EXPLORER 1-D INTERACTIVE. I'VE CHECKED THE SETTINGS PARTICULAR TO THE MOTOR TYPE AND THEY SEEM FINE. I'VE REMOVED ALL LOADS FROM THE MOTOR BUT STILL SEE THE SAME BEHAVIOR. ,ARTHUR J AUTZMEDTRONIC ENDOVASCULAR INNOVATIONSARTHUR.J.AUTZ@MEDTRONIC.COM+1 (707) 541-3094   LABVIEW  MOTION CONTROL"
Motion,Motion,"HELLO, I HAVE TWO COMPAX3 CONTROLLERS THAT I WANT TO CONTROL FROM LAB VIEW. I WANT TO INTERFACE THEM TO A UMI-7774 DRIVER THAT IS CONTROLLED BY A PXI-7350. MY TASK IS TO CONNECT THE UMI-7774 TO THE COMPAX3 AND USE DIDTAL I/O TO DRIVE THE STEPPER MOTORS. I BELIEVE I HAVE THE HARDWARE FIGURED OUT, BUT HOW DO I GET THE LAB VIEW TO TALK TO THE COMPAX3? ALL I FOUND IN THE COMPAX DATA WAS LABVIEW -&GT; CONTROLLER (UMI-7774) -&GT; DRIVES (COMPAX3). I CAN'T SEEM TO FIND ANYTHING IN LAB VIEW THAT ALLOWS THIS COMMAND STRING. WHERE WOULD I LOOK FOR THIS? , WES ELLISONLAB DIRECTORAEROSPACE ENGINEERINGUNIVERSITY OF KANSAS785-864-2962 LABVIEW  MOTION CONTROL"
